time,temp,oside
3.56618E-07,2155.554616,2455.604902
4.99265E-07,2153.367894,2453.517236
6.41912E-07,2153.109739,2452.114492
7.84559E-07,2158.202562,2450.368546
9.27206E-07,2159.247517,2449.367002
1.06985E-06,2166.924626,2454.660917
1.2125E-06,2180.780113,2457.458116
1.35515E-06,2218.622058,2457.929903
1.49779E-06,2342.071614,2458.275693
1.64044E-06,2524.226158,2461.716256
1.78309E-06,2631.990738,2465.835297
1.92574E-06,2664.706282,2474.916959
2.06838E-06,2650.035659,2474.079285
2.21103E-06,2612.861639,2477.955209
2.35368E-06,2579.231706,2484.999174
2.49632E-06,2553.158546,2492.542291
2.63897E-06,2533.85014,2496.546935
2.78162E-06,2518.823984,2503.044141
2.92426E-06,2500.130839,2508.417357
3.06691E-06,2488.8262,2520.343944
3.20956E-06,2477.697558,2517.520424
3.35221E-06,2464.987479,2516.36711
3.49485E-06,2457.585787,2525.403683
3.6375E-06,2445.376281,2524.042393
3.78015E-06,2438.674806,2532.777806
3.92279E-06,2430.132706,2532.788364
4.06544E-06,2421.920179,2534.694463
4.20809E-06,2413.575257,2538.023354
4.35074E-06,2408.843341,2541.374226
4.49338E-06,2400.390444,2539.420654
4.63603E-06,2396.858221,2538.464468
4.77868E-06,2388.166734,2534.39758
4.92132E-06,2386.992404,2534.697428
5.06397E-06,2375.844728,2537.336217
5.20662E-06,2373.161241,2539.879559
5.34926E-06,2365.336841,2535.910349
5.49191E-06,2358.305238,2534.137479
5.63456E-06,2353.127269,2538.90304
5.77721E-06,2349.926509,2537.380115
5.91985E-06,2339.280739,2526.309325
6.0625E-06,2329.93957,2527.259311
6.20515E-06,2329.811008,2531.85629
6.34779E-06,2326.644004,2524.643433
6.49044E-06,2320.130096,2530.344189
6.63309E-06,2310.489156,2531.366152
6.77574E-06,2306.091506,2530.67051
6.91838E-06,2302.007555,2526.750287
7.06103E-06,2294.496098,2527.00539
7.20368E-06,2285.219749,2522.663847
7.34632E-06,2280.450685,2521.371613
7.48897E-06,2275.141794,2518.41461
